
time,open,high,low,close,M15 Line,M25 Line,standardized candle (开盘价),standardized candle (最高价,standardized candle (最低价),standardized candle (关闭),Volume,Histogram,MACD,Signal,K,D
2026-02-18T18:00:00+08:00,4917.465,4924.755,4909.345,4914.65,4904.342333333322,4900.509599999992,4909.345,4923.28,4909.345,,25766,5.746901362548894,-1.0953396795848676,-6.842241042133762,71.68002595099033,79.95001704135484
2026-02-18T19:00:00+08:00,4914.665,4917.79,4906.425,4913.075,4906.512999999989,4899.988999999992,4906.425,4917.79,4906.425,,13694,4.62300139699091,-1.063489295895124,-5.686490692886034,69.29369157575847,73.7857741001675
2026-02-18T20:00:00+08:00,4913.065,4947.105,4912.12,4943.36,4910.884333333322,4901.187999999992,4912.12,4947.105,4912.12,,24876,5.660777898671365,1.3894816804531729,-4.271296218218192,78.18527074471451,73.05299609048775
2026-02-18T21:00:00+08:00,4943.345,4969.1,4943.2,4954.78,4916.012666666654,4902.203199999993,4943.2,4969.1,4943.2,,37116,6.7822270865134175,4.20648763992358,-2.5757394465898376,88.63173766696566,78.70356666247953
2026-02-18T22:00:00+08:00,4954.79,4994.51,4952.34,4991.795,4924.836333333321,4904.584799999993,4952.34,4994.51,4952.34,,61390,9.51528751147696,9.318369942756362,-0.1969175687205973,100,88.93900280389339
2026-02-18T23:00:00+08:00,4991.71,5009.035,4991.49,4997.95,4933.032333333321,4909.664399999993,4991.49,5009.035,4991.49,,58922,11.124102723730667,13.708210835942737,2.5841081122120695,100,96.21057922232187
2026-02-19T00:00:00+08:00,4997.99,5010.915,4991.445,5000.555,4940.403999999989,4915.153599999993,4991.49,5010.915,4991.49,,48229,11.69201927820289,17.199132209965683,5.5071129317627925,100,99.99999999999999
2026-02-19T01:00:00+08:00,5000.625,5001.97,4993.5,4999.195,4946.660333333321,4919.9773999999925,4993.5,5010.915,4993.5,,28204,11.298064081289509,19.62969303337468,8.33162895208517,99.05923181151532,99.68641060383841
2026-02-19T02:00:00+08:00,4999.185,5003.27,4980.55,4987.445,4951.099666666656,4924.701999999993,4980.55,5003.27,4980.55,,50531,9.633061987091923,20.372956435950073,10.73989444885815,90.09009055253496,96.3831074546834
2026-02-19T03:00:00+08:00,4987.45,4995.56,4972.87,4980.715,4954.198333333322,4929.326799999993,4972.87,4995.56,4972.87,,56565,7.557083458538944,20.18624877203183,12.629165313492887,76.74111399486894,88.63014545297305
2026-02-19T04:00:00+08:00,4980.585,4987.555,4975.615,4984.96,4957.629666666655,4932.758599999994,4972.87,4987.555,4972.87,,52377,6.015513826282577,20.14855759634611,14.133043770063532,66.00533210711717,77.61217888484033
2026-02-19T05:00:00+08:00,4984.93,4986.375,4975.56,4977.26,4960.719666666655,4936.628399999993,4972.87,4986.375,4972.87,,4413,4.113700397325003,19.275169266719786,15.161468869394783,58.10399489763844,66.95014699987483
2026-02-19T07:00:00+08:00,4973.795,4988.86,4966.715,4976.15,4963.770999999989,4940.562799999992,4966.715,4986.375,4966.715,,18804,2.496971787456708,18.282683603715668,15.78571181625896,53.82581325574961,59.31171342016839
2026-02-19T08:00:00+08:00,4976.02,4976.42,4960.645,4961.42,4966.715666666655,4943.905399999992,4960.645,4976.42,4960.645,,21652,0.2687927194450985,16.121702715565334,15.852909996120236,38.2850127072552,50.07160695354773
2026-02-19T09:00:00+08:00,4961.4,4975.63,4960.785,4973.14,4970.4299999999885,4948.453399999993,4960.645,4975.63,4960.645,,19513,-0.5384622463327702,15.179832188204273,15.718294434537043,33.86923282879613,41.993352930600295
2026-02-19T10:00:00+08:00,4973.08,4977.465,4965.825,4968.345,4974.009666666655,4952.186799999993,4965.825,4977.465,4965.825,,13804,-1.4655133270427658,13.886402775733586,15.351916102776352,21.662961435397943,31.272402323816408
2026-02-19T11:00:00+08:00,4968.365,4983.48,4966.475,4981.675,4978.582999999989,4955.854599999993,4966.475,4983.48,4966.475,,13921,-1.259017384214685,13.778144372507995,15.03716175672268,27.071707107991852,27.534633790728623
2026-02-19T12:00:00+08:00,4981.58,4985.69,4977.09,4984.45,4981.3223333333235,4959.018599999993,4977.09,4985.69,4977.09,,11372,-1.0235868723336683,13.757678166305595,14.781265038639264,28.14228480452246,25.625651115970737
2026-02-19T13:00:00+08:00,4984.42,4998.94,4984.42,4997.28,4984.155666666656,4962.075599999994,4984.42,4998.94,4984.42,,11473,-0.13834281837097429,14.608336515675546,14.74667933404652,44.79026904899141,33.33475365383523
